index,text,label
train_06_6_1934,Many senior party leaders joined PCC president Prasad Harichandan padyatra addressed gathering criticising Chief Minister,0
train_06_60_1969,The ANC KwaZulu-Natal strongly condemns misbehaviour IFP members interrupted campaign trail led ANC Deputy President Jacob Zuma Dokodweni Mandeni north coast today,1
train_06_60_3144,Issued ANC Attention News Editors For immediate release ANC STATEMENT IFP DISRUPTING CAMPAIGNING LED ANC DEPUTY PRESIDENT JACOB ZUMA,0
train_06_61_2237,The unruly group IFP members blockaded entrance fishery firm Dokodweni Comrade Zuma address three hundred workers,0
train_06_62_665,ANC Deputy President Zuma campaigners proceeded Sundumbili township Mandeni hundreds teachers holding meeting,0
train_06_63_702,IFP hotheads township entrance tried barricade road removed police,1
train_06_64_1603,What interesting side road scores residents ululating chanting ANC,0
train_06_65_1963,Twelve students arrested public violence protesting financial aid cuts University Witwatersrand appeared Johannesburg Regional Court Tuesday,1
train_06_66_35,"The students aged seventeen twenty-eight arrested group 3,000 angry students ringed riot policemen gathered institution April",0
train_06_67_1946,14th September two thousand and fourteen TIRUPATI The alleged attack Nagari YSRC MLA Roja TDP men Nagari Friday mid-night went offering first Harathi processional deity Goddess Gangamma led tension round town Saturday actress-turned-politician supports staging widespread protests incident,1
train_06_67_2851,Tension Nagari After TDP Men Attack Roja,1
train_06_68_3145,Roja accompanied YSRC MLAs Bhaskar Reddy Narayanaswamy Amarnatha Reddy Sunil came Nagari Saturday staged dharna front police station seeking action involved attacking,1
train_06_69_2349,per details Roja perform first Harati Goddess Gangamma Friday mid-night miscreants crowd snatched harathi plate hands injuring wrist process,1
train_06_7_217,Saturday third phase Jana Jagaran padyatra,0
train_06_70_467,Then Roja along YSRC leaders activists immediately staged dharna temple early hours Saturday seeking action involved incident,1
train_06_71_1463,Alleging Village Revenue Officer VRO Jyoti Reddy Babu Reddy accused red sanders case behind attack wanted police take immediate action,1
train_06_72_2150,Meanwhile Saturday morning learning incident YSRC MLAs district rushed Nagari staged protest outside police station demanding suspension Puttur DSP Krishna Kishore acting per diktats TDP leaders,1
train_06_73_2075,The MLAs along large number party supporters raised slogans government condemned attack woman MLA,0
train_06_74_3030,Shenzhen park shop owners seek compensation flood damage PUBLISHED Sunday seventeen June two thousand and seven About three hundred angry restaurant shop owners employees confronted mainland police Shenzhen Sea World yesterday demand compensation businesses flooded last week,1
train_06_75_2560,The protesters chanted Poor management destroys owners outside recreational centre Shekou,0
train_06_76_3065,Scuffles broke around noon police attempted seize banners,1
train_06_77_1318,Another restaurant owner Clara said owners wanted take protest yet settled plan demands met yesterday protest,1
train_06_78_2213,Dethrone Naveen government Congress seventh September two thousand and twelve Prime Minister Buoyed massive turnout Parivartan rally Congress leaders Thursday gave clarion call party workers supporters dethrone Naveen Patnaik Government two thousand and fourteen general elections,1
train_06_79_2592,rest till corrupt BJD Government thrown power Odisha Pradesh Congress Committee president Niranjan Patnaik thundered rally saw turnout lakh,1
train_06_8_3147,The party organised first two phases padyatra Angul Dhenkanal Nuapada Nabarangpur,0
train_06_80_555,Senior Congress leader Narsingh Mishra said massive turnout rally showed people want change,1
train_06_81_620,Arrest ISI Spies Have Created Panic Among People,1
train_06_81_3197,DMK President fourteenth September two thousand and fourteen Prime Minister CHENNAI DMK chief Karunanidhi today said arrest ISI spies activities Tamil Nadu created panic among people asked arrests made connection May one twin bomb blasts train Central Railway Station woman killed,1
train_06_82_1766,also recalled incident pipe bomb targeting Bharatiya Janata Party leader Advani tour found diffused October two thousand and eleven near Madurai,0
train_06_83_494,Referring criticism continuing power serial blasts Coimbatore one thousand nine hundred and ninety-eight sought Chief Minister explanation none arrested connection May one Central station twin bomb blasts,0
train_06_84_2945,"4,000 mineworkers staged sit-in strike Anglo American Platinum mine South Africa restive platinum belt Friday suspension four leaders union representative told AFP",1
train_06_85_2651,Workers upstart Association Mineworkers Construction Union AMCU mine Thembelani shaft Rustenburg refused come since 4am two hundred GMT shift started according George Tyobeka AMCU leader,0
train_06_86_2839,"Around 3,000 4,000 people striking added",0
train_06_87_2808,Abhishek Banerjee nephew chief minister said The Mamata Banerjee government killing proved days come people final word Communist Party India-Maoist leader Koteswar Rao alias Kishenji killed November twenty-four two thousand and eleven gun battle West Midnapore district near Bengal-Jharkhand border,0
train_06_88_1027,KERALA Congress alone form stable government Sonia April nine two thousand and nine IST Campaign full swing Thiruvananthapuram DCC president Sivakumar senior leader Karunakaran deputy leader Opposition Karthikeyan UDF candidates Attingal Thiruvananthapuram Balachandran Shashi Tharoor Congress president Sonia Gandhi Leader Opposition Oommen Chandy UDF election meeting city Wednesday evening,0
train_06_89_1383,Addressing election rally Wednesday evening Gandhi said Congress never compromised communal terrorist forces lessons take Left parties Bharatiya Janata Party tackling terrorism communalism,0
train_06_9_1833,The BJD also organised rally Bargarh district days ago western Odisha farmers taken extreme step,0
train_06_90_634,KPCC president Ramesh Chennithala presided meeting,0
train_06_91_2042,Anantapur Accused paraded half-naked September seventeen two thousand and ten IST Eight members handloom weavers community including local councillor Pola Venkatanarayana paraded half-naked Circle Inspector Venugopala Reddy allegedly beating threatening one Ramana member local weavers enforcement committee,1
train_06_92_731,Ramana filed case eight members Dharmavaram police station accusing beating even threatening kill,1
train_06_93_1278,Provocation The provocation attack Ramana conducting raids several shops detecting sale powerloom sarees illegally,1
train_06_94_3186,Meanwhile thousands members local weavers community stormed Dharmavaram town police station parading members half-naked insulting,1
train_06_95_1167,They protested Circle Inspector highhandedness,1
train_06_96_2722,SALEM Villagers seek better roads stage demonstration February eighteen two thousand and sixteen IST Demanding tar-topped roads Yercaud Kovilur village drinking water hospital facilities members All India Kissan Mahasabha AIKM staged demonstration near Anna Statue Yercaud Wednesday,1
train_06_97_515,Co-operative Governance Minister Sicelo Shicka met protesting residents Tshing township Monday discuss service delivery North West African National Congress said,1
train_06_98_2025,The party provincial task team co-ordinator Saki Mafikeng said meeting took place Tshing stadium following service delivery protests Ventersdorp area weekend,1
train_06_99_3292,Service delivery protests turned violent weekend sections N14 blockaded,0
train_07_0_526,The party workers also involved similar incident last Sunday manhandled news channel cameraman shooting fighting Congress workers outside District Congress Committee office,0
train_07_1_1316,But attacks Congress workers Malappuram district tarnished yatra,0
train_07_10_2581,Recent years seen radicals links Xinjiang use vehicles carry series terror attacks China including May two thousand and fourteen market bombing capital Urumqi attack Beijing Tiananmen Square October two thousand and thirteen,1
